400 48000
52 165 55
165 52 55
130 193 14
193 130 14
245 352 16
352 245 16
65 86 76
86 65 76
101 222 46
222 101 46
147 139 80
139 147 80
96 199 69
199 96 69
234 91 59
91 234 59
217 37 7
37 217 7
184 47 59
47 184 59
349 354 41
354 349 41
142 368 86
368 142 86
47 36 3
36 47 3
133 364 4
364 133 4
307 10 51
10 307 51
46 43 96
43 46 96
278 139 47
139 278 47
0 373 90
373 0 90
11 190 79
190 11 79
318 374 26
374 318 26
229 276 32
276 229 32
270 370 52
370 270 52
157 17 89
17 157 89
60 102 53
102 60 53
65 10 16
10 65 16
168 8 59
8 168 59
364 287 50
287 364 50
263 239 24
239 263 24
253 250 66
250 253 66
233 169 93
169 233 93
269 144 69
144 269 69
191 396 78
396 191 78
38 311 91
311 38 91
55 273 59
273 55 59
224 282 70
282 224 70
140 121 20
121 140 20
4 360 96
360 4 96
257 162 63
162 257 63
42 331 8
331 42 8
254 282 29
282 254 29
350 103 20
103 350 20
346 81 81
81 346 81
136 71 45
71 136 45
218 38 51
38 218 51
52 108 43
108 52 43
173 80 47
80 173 47
85 377 57
377 85 57
248 292 51
292 248 51
131 200 5
200 131 5
13 281 7
281 13 7
116 201 54
201 116 54
149 235 90
235 149 90
269 348 98
348 269 98
259 251 51
251 259 51
367 294 76
294 367 76
399 294 14
294 399 14
376 103 14
103 376 14
268 354 45
354 268 45
20 12 11
12 20 11
301 19 79
19 301 79
55 325 29
325 55 29
290 367 50
367 290 50
70 188 50
188 70 50
20 47 1
47 20 1
71 366 47
366 71 47
200 366 41
366 200 41
14 342 96
342 14 96
28 163 51
163 28 51
125 183 15
183 125 15
34 368 44
368 34 44
360 297 34
297 360 34
279 399 56
399 279 56
68 1 76
1 68 76
115 302 0
302 115 0
34 1 0
1 34 0
0 395 14
395 0 14
294 91 94
91 294 94
9 94 19
94 9 19
193 109 56
109 193 56
182 144 24
144 182 24
226 56 73
56 226 73
112 335 24
335 112 24
68 355 25
355 68 25
44 71 79
71 44 79
180 196 57
196 180 57
175 362 3
362 175 3
219 156 13
156 219 13
313 76 58
76 313 58
23 184 40
184 23 40
119 260 18
260 119 18
175 185 30
185 175 30
62 109 98
109 62 98
18 386 94
386 18 94
41 117 43
117 41 43
98 297 39
297 98 39
107 25 54
25 107 54
362 244 10
244 362 10
275 157 38
157 275 38
285 180 74
180 285 74
77 251 86
251 77 86
95 378 71
378 95 71
177 41 32
41 177 32
327 11 70
11 327 70
74 4 87
4 74 87
185 108 13
108 185 13
162 362 75
362 162 75
6 325 3
325 6 3
115 315 40
315 115 40
218 99 76
99 218 76
265 78 0
78 265 0
43 71 32
71 43 32
370 82 3
82 370 3
396 38 90
38 396 90
213 92 27
92 213 27
322 157 89
157 322 89
284 232 47
232 284 47
161 87 63
87 161 63
77 228 11
228 77 11
167 398 10
398 167 10
195 263 88
263 195 88
395 258 59
258 395 59
380 181 93
181 380 93
183 177 83
177 183 83
225 391 75
391 225 75
5 313 32
313 5 32
346 149 17
149 346 17
294 263 56
263 294 56
309 340 84
340 309 84
172 59 82
59 172 82
182 254 98
254 182 98
223 250 56
250 223 56
334 182 37
182 334 37
80 317 15
317 80 15
263 142 6
142 263 6
91 99 71
99 91 71
75 46 72
46 75 72
244 292 35
292 244 35
101 153 75
153 101 75
185 325 34
325 185 34
220 59 41
59 220 41
118 282 43
282 118 43
274 169 25
169 274 25
164 249 42
249 164 42
279 64 36
64 279 36
337 155 36
155 337 36
260 183 34
183 260 34
332 27 78
27 332 78
220 128 31
128 220 31
47 266 56
266 47 56
334 86 15
86 334 15
75 156 50
156 75 50
370 382 19
382 370 19
20 137 25
137 20 25
36 225 14
225 36 14
192 61 74
61 192 74
327 247 7
247 327 7
354 325 79
325 354 79
35 156 26
156 35 26
301 264 12
264 301 12
339 32 39
32 339 39
47 82 9
82 47 9
29 253 4
253 29 4
176 225 93
225 176 93
153 261 19
261 153 19
20 5 80
5 20 80
194 332 80
332 194 80
253 239 5
239 253 5
132 274 14
274 132 14
11 175 78
175 11 78
223 114 10
114 223 10
15 161 44
161 15 44
224 142 97
142 224 97
129 270 74
270 129 74
396 293 26
293 396 26
190 226 6
226 190 6
396 65 11
65 396 11
128 339 25
339 128 25
91 66 56
66 91 56
267 132 66
132 267 66
282 245 11
245 282 11
106 387 60
387 106 60
187 258 35
258 187 35
123 155 82
155 123 82
16 281 24
281 16 24
320 259 51
259 320 51
1 150 28
150 1 28
44 216 84
216 44 84
311 300 3
300 311 3
66 204 33
204 66 33
226 391 43
391 226 43
13 205 29
205 13 29
136 313 63
313 136 63
105 146 87
146 105 87
299 186 60
186 299 60
111 389 13
389 111 13
261 69 57
69 261 57
30 6 21
6 30 21
66 28 75
28 66 75
270 113 53
113 270 53
214 56 67
56 214 67
371 137 55
137 371 55
284 352 60
352 284 60
31 91 60
91 31 60
217 151 71
151 217 71
158 164 84
164 158 84
227 174 66
174 227 66
233 95 49
95 233 49
42 161 29
161 42 29
269 384 42
384 269 42
275 150 50
150 275 50
342 121 39
121 342 39
49 6 91
6 49 91
310 389 82
389 310 82
286 245 16
245 286 16
2 281 43
281 2 43
176 348 77
348 176 77
223 249 71
249 223 71
385 178 93
178 385 93
321 172 68
172 321 68
71 222 62
222 71 62
192 361 11
361 192 11
150 4 21
4 150 21
139 138 95
138 139 95
297 376 40
376 297 40
213 331 22
331 213 22
309 107 22
107 309 22
238 331 23
331 238 23
161 268 53
268 161 53
354 189 25
189 354 25
374 212 99
212 374 99
336 356 60
356 336 60
348 59 16
59 348 16
221 150 54
150 221 54
69 48 83
48 69 83
209 213 14
213 209 14
183 74 73
74 183 73
105 312 56
312 105 56
228 26 24
26 228 24
81 380 65
380 81 65
58 307 29
307 58 29
257 243 86
243 257 86
17 143 97
143 17 97
85 317 47
317 85 47
292 386 95
386 292 95
75 147 61
147 75 61
189 331 87
331 189 87
362 388 0
388 362 0
19 217 26
217 19 26
295 250 58
250 295 58
313 309 17
309 313 17
142 166 61
166 142 61
280 136 56
136 280 56
77 221 25
221 77 25
25 113 63
113 25 63
372 140 11
140 372 11
85 329 42
329 85 42
273 244 30
244 273 30
325 263 99
263 325 99
3 110 2
110 3 2
13 23 11
23 13 11
331 166 29
166 331 29
44 398 65
398 44 65
300 76 39
76 300 39
378 101 4
101 378 4
41 25 45
25 41 45
252 111 26
111 252 26
346 384 70
384 346 70
29 309 85
309 29 85
328 312 96
312 328 96
30 325 19
325 30 19
393 208 37
208 393 37
123 252 36
252 123 36
340 153 12
153 340 12
379 131 65
131 379 65
84 172 90
172 84 90
281 377 53
377 281 53
7 323 37
323 7 37
378 352 98
352 378 98
163 233 62
233 163 62
59 215 40
215 59 40
331 161 48
161 331 48
368 284 1
284 368 1
356 224 6
224 356 6
240 261 28
261 240 28
121 190 81
190 121 81
128 114 71
114 128 71
106 18 21
18 106 21
384 233 19
233 384 19
224 164 80
164 224 80
272 133 16
133 272 16
125 41 40
41 125 40
131 62 96
62 131 96
220 199 88
199 220 88
34 127 9
127 34 9
224 261 90
261 224 90
290 184 48
184 290 48
309 205 70
205 309 70
64 189 4
189 64 4
83 13 68
13 83 68
215 238 53
238 215 53
183 363 95
363 183 95
376 47 9
47 376 9
372 267 8
267 372 8
161 301 36
301 161 36
22 126 49
126 22 49
12 16 33
16 12 33
61 277 38
277 61 38
331 342 80
342 331 80
387 377 93
377 387 93
256 145 83
145 256 83
399 108 4
108 399 4
46 117 29
117 46 29
313 326 42
326 313 42
167 214 64
214 167 64
245 315 77
315 245 77
261 248 90
248 261 90
91 338 21
338 91 21
385 218 9
218 385 9
314 64 17
64 314 17
59 99 30
99 59 30
340 98 39
98 340 39
244 144 56
144 244 56
382 15 77
15 382 77
148 332 22
332 148 22
63 309 35
309 63 35
263 251 78
251 263 78
202 124 63
124 202 63
20 385 30
385 20 30
36 102 89
102 36 89
136 333 29
333 136 29
234 272 26
272 234 26
331 280 51
280 331 51
341 215 19
215 341 19
70 363 51
363 70 51
112 279 90
279 112 90
363 110 44
110 363 44
87 325 65
325 87 65
73 55 53
55 73 53
127 197 89
197 127 89
60 326 24
326 60 24
284 204 7
204 284 7
165 156 48
156 165 48
332 75 70
75 332 70
295 326 14
326 295 14
274 38 45
38 274 45
117 353 7
353 117 7
161 40 33
40 161 33
178 65 88
65 178 88
232 193 85
193 232 85
264 397 90
397 264 90
68 304 7
304 68 7
224 104 39
104 224 39
251 326 86
326 251 86
177 192 13
192 177 13
167 290 30
290 167 30
120 97 43
97 120 43
113 230 74
230 113 74
178 371 58
371 178 58
371 308 31
308 371 31
177 124 81
124 177 81
219 193 37
193 219 37
378 369 42
369 378 42
69 221 20
221 69 20
55 350 13
350 55 13
268 118 3
118 268 3
150 190 0
190 150 0
194 303 83
303 194 83
320 34 6
34 320 6
278 357 14
357 278 14
209 134 39
134 209 39
90 305 84
305 90 84
180 283 5
283 180 5
22 352 26
352 22 26
94 360 29
360 94 29
359 180 99
180 359 99
162 331 89
331 162 89
15 77 45
77 15 45
50 397 31
397 50 31
56 227 88
227 56 88
370 36 75
36 370 75
361 79 80
79 361 80
145 259 16
259 145 16
251 233 68
233 251 68
129 279 80
279 129 80
310 239 61
239 310 61
209 1 92
1 209 92
251 368 69
368 251 69
148 18 18
18 148 18
79 74 45
74 79 45
367 397 33
397 367 33
294 358 64
358 294 64
175 56 75
56 175 75
291 259 60
259 291 60
240 292 99
292 240 99
31 53 60
53 31 60
32 97 11
97 32 11
353 218 59
218 353 59
371 336 90
336 371 90
398 233 58
233 398 58
304 353 35
353 304 35
210 322 20
322 210 20
123 234 9
234 123 9
363 78 60
78 363 60
394 83 20
83 394 20
378 180 84
180 378 84
283 398 43
398 283 43
255 286 34
286 255 34
205 71 44
71 205 44
200 189 48
189 200 48
105 224 80
224 105 80
67 387 2
387 67 2
287 110 88
110 287 88
48 25 66
25 48 66
301 133 49
133 301 49
81 117 85
117 81 85
79 112 92
112 79 92
317 246 97
246 317 97
388 342 49
342 388 49
130 343 54
343 130 54
354 375 73
375 354 73
293 377 13
377 293 13
3 118 13
118 3 13
28 336 74
336 28 74
399 238 59
238 399 59
301 319 76
319 301 76
86 351 88
351 86 88
78 220 87
220 78 87
227 209 29
209 227 29
176 339 24
339 176 24
182 245 99
245 182 99
208 139 29
139 208 29
121 142 47
142 121 47
386 123 35
123 386 35
312 74 73
74 312 73
371 375 45
375 371 45
147 13 48
13 147 48
36 43 68
43 36 68
75 270 29
270 75 29
56 398 20
398 56 20
381 181 66
181 381 66
232 389 57
389 232 57
61 62 51
62 61 51
360 0 74
0 360 74
196 313 49
313 196 49
276 118 84
118 276 84
242 318 72
318 242 72
285 339 47
339 285 47
108 168 3
168 108 3
106 289 36
289 106 36
239 207 69
207 239 69
180 264 82
264 180 82
242 15 43
15 242 43
195 242 91
242 195 91
108 191 64
191 108 64
344 19 35
19 344 35
280 261 53
261 280 53
252 99 92
99 252 92
251 159 13
159 251 13
307 217 2
217 307 2
343 57 61
57 343 61
164 237 25
237 164 25
47 32 92
32 47 92
290 227 34
227 290 34
233 287 77
287 233 77
397 183 97
183 397 97
310 338 16
338 310 16
361 382 20
382 361 20
72 195 27
195 72 27
290 249 70
249 290 70
347 110 87
110 347 87
136 235 34
235 136 34
168 280 76
280 168 76
347 214 9
214 347 9
186 292 58
292 186 58
370 341 43
341 370 43
34 203 33
203 34 33
302 117 15
117 302 15
22 189 63
189 22 63
49 79 12
79 49 12
372 378 23
378 372 23
59 115 10
115 59 10
145 235 90
235 145 90
121 135 57
135 121 57
282 321 1
321 282 1
392 243 42
243 392 42
335 277 97
277 335 97
120 132 14
132 120 14
356 251 56
251 356 56
387 63 80
63 387 80
366 386 91
386 366 91
236 268 39
268 236 39
309 3 48
3 309 48
191 277 49
277 191 49
183 120 91
120 183 91
71 350 41
350 71 41
143 34 7
34 143 7
31 140 63
140 31 63
282 248 3
248 282 3
169 284 71
284 169 71
202 285 59
285 202 59
22 277 68
277 22 68
378 25 59
25 378 59
395 327 18
327 395 18
18 229 59
229 18 59
161 263 19
263 161 19
193 4 34
4 193 34
27 204 37
204 27 37
325 85 6
85 325 6
162 56 60
56 162 60
183 324 84
324 183 84
161 302 96
302 161 96
91 295 95
295 91 95
340 378 67
378 340 67
296 12 95
12 296 95
101 250 20
250 101 20
186 208 82
208 186 82
194 369 82
369 194 82
10 104 58
104 10 58
247 265 60
265 247 60
343 185 37
185 343 37
386 80 85
80 386 85
344 221 2
221 344 2
184 351 88
351 184 88
56 89 97
89 56 97
91 236 18
236 91 18
173 246 74
246 173 74
131 45 91
45 131 91
344 340 76
340 344 76
281 278 8
278 281 8
18 314 99
314 18 99
20 236 88
236 20 88
270 75 24
75 270 24
174 163 80
163 174 80
263 12 71
12 263 71
51 182 96
182 51 96
250 56 80
56 250 80
295 147 24
147 295 24
236 23 57
23 236 57
66 284 28
284 66 28
344 302 42
302 344 42
43 274 31
274 43 31
283 144 6
144 283 6
307 318 21
318 307 21
387 134 34
134 387 34
111 185 16
185 111 16
359 387 25
387 359 25
339 283 24
283 339 24
215 71 0
71 215 0
325 137 84
137 325 84
53 81 38
81 53 38
95 76 12
76 95 12
326 359 56
359 326 56
184 266 27
266 184 27
206 206 0
206 206 0
13 192 17
192 13 17
150 8 28
8 150 28
138 185 68
185 138 68
21 110 35
110 21 35
44 10 60
10 44 60
181 146 13
146 181 13
215 184 61
184 215 61
291 96 87
96 291 87
24 69 31
69 24 31
230 275 44
275 230 44
22 144 47
144 22 47
382 373 85
373 382 85
168 93 58
93 168 58
230 28 2
28 230 2
192 241 35
241 192 35
202 122 15
122 202 15
94 218 55
218 94 55
297 322 79
322 297 79
318 306 61
306 318 61
146 302 83
302 146 83
290 49 65
49 290 65
215 334 85
334 215 85
260 192 67
192 260 67
259 82 82
82 259 82
197 236 84
236 197 84
319 304 30
304 319 30
89 211 79
211 89 79
364 190 50
190 364 50
270 351 96
351 270 96
172 86 38
86 172 38
174 203 54
203 174 54
108 41 14
41 108 14
355 299 68
299 355 68
389 333 17
333 389 17
226 170 89
170 226 89
82 100 78
100 82 78
293 232 42
232 293 42
35 282 64
282 35 64
338 78 89
78 338 89
376 68 63
68 376 63
179 274 23
274 179 23
76 329 96
329 76 96
328 249 86
249 328 86
64 383 55
383 64 55
98 84 86
84 98 86
343 268 80
268 343 80
330 150 45
150 330 45
186 196 48
196 186 48
349 375 23
375 349 23
172 148 64
148 172 64
201 29 12
29 201 12
81 278 50
278 81 50
294 196 66
196 294 66
264 314 90
314 264 90
159 134 70
134 159 70
89 284 67
284 89 67
309 16 53
16 309 53
105 264 54
264 105 54
33 339 79
339 33 79
181 355 32
355 181 32
313 40 70
40 313 70
159 188 37
188 159 37
389 292 53
292 389 53
255 334 13
334 255 13
389 357 2
357 389 2
225 224 12
224 225 12
241 230 69
230 241 69
58 136 2
136 58 2
349 215 35
215 349 35
305 399 97
399 305 97
173 264 37
264 173 37
143 376 78
376 143 78
232 365 70
365 232 70
186 173 5
173 186 5
299 114 14
114 299 14
101 340 90
340 101 90
372 287 43
287 372 43
109 41 45
41 109 45
276 377 50
377 276 50
276 74 75
74 276 75
92 164 70
164 92 70
68 42 3
42 68 3
386 164 89
164 386 89
159 221 40
221 159 40
273 235 93
235 273 93
165 26 59
26 165 59
98 346 59
346 98 59
336 116 93
116 336 93
164 143 68
143 164 68
256 259 39
259 256 39
325 253 94
253 325 94
263 17 35
17 263 35
22 191 75
191 22 75
247 378 68
378 247 68
365 356 79
356 365 79
216 355 77
355 216 77
114 366 69
366 114 69
58 254 37
254 58 37
351 18 80
18 351 80
272 227 91
227 272 91
363 104 44
104 363 44
57 367 14
367 57 14
292 389 5
389 292 5
167 188 83
188 167 83
87 153 40
153 87 40
267 321 47
321 267 47
96 36 65
36 96 65
65 46 20
46 65 20
103 397 38
397 103 38
283 221 65
221 283 65
227 184 21
184 227 21
71 193 88
193 71 88
285 85 29
85 285 29
242 204 18
204 242 18
178 244 23
244 178 23
70 111 45
111 70 45
317 207 33
207 317 33
34 273 79
273 34 79
54 376 28
376 54 28
93 211 50
211 93 50
310 38 86
38 310 86
184 62 80
62 184 80
72 299 17
299 72 17
254 142 22
142 254 22
224 320 66
320 224 66
347 390 29
390 347 29
392 259 36
259 392 36
377 293 61
293 377 61
8 300 89
300 8 89
37 345 53
345 37 53
43 225 91
225 43 91
16 5 75
5 16 75
270 99 49
99 270 49
94 19 67
19 94 67
393 361 96
361 393 96
338 172 84
172 338 84
298 324 17
324 298 17
187 313 62
313 187 62
240 152 70
152 240 70
284 329 13
329 284 13
341 287 29
287 341 29
298 62 99
62 298 99
397 211 45
211 397 45
368 178 39
178 368 39
281 26 77
26 281 77
53 10 92
10 53 92
23 308 68
308 23 68
340 96 81
96 340 81
155 288 33
288 155 33
15 190 18
190 15 18
302 220 16
220 302 16
364 71 14
71 364 14
175 17 34
17 175 34
305 356 16
356 305 16
331 185 21
185 331 21
341 377 44
377 341 44
202 46 37
46 202 37
250 379 44
379 250 44
138 65 21
65 138 21
215 80 63
80 215 63
233 382 83
382 233 83
149 346 7
346 149 7
15 73 24
73 15 24
250 330 32
330 250 32
318 261 17
261 318 17
39 154 46
154 39 46
184 308 44
308 184 44
221 158 24
158 221 24
365 249 89
249 365 89
238 64 69
64 238 69
301 249 3
249 301 3
301 44 66
44 301 66
168 256 52
256 168 52
86 69 21
69 86 21
125 175 67
175 125 67
309 84 64
84 309 64
82 242 88
242 82 88
399 43 29
43 399 29
189 107 98
107 189 98
91 308 53
308 91 53
180 259 54
259 180 54
80 96 93
96 80 93
288 200 79
200 288 79
357 273 56
273 357 56
132 340 18
340 132 18
216 304 0
304 216 0
11 144 52
144 11 52
54 373 41
373 54 41
114 223 84
223 114 84
22 76 64
76 22 64
281 182 40
182 281 40
106 262 88
262 106 88
51 150 88
150 51 88
361 239 92
239 361 92
254 257 60
257 254 60
110 309 71
309 110 71
26 180 55
180 26 55
140 4 39
4 140 39
162 80 4
80 162 4
44 263 96
263 44 96
102 77 85
77 102 85
154 180 25
180 154 25
188 239 39
239 188 39
27 31 93
31 27 93
236 344 55
344 236 55
98 315 10
315 98 10
59 293 91
293 59 91
214 33 47
33 214 47
206 148 79
148 206 79
262 144 94
144 262 94
158 198 72
198 158 72
295 304 4
304 295 4
121 93 43
93 121 43
260 72 27
72 260 27
205 309 71
309 205 71
212 7 86
7 212 86
123 18 80
18 123 80
166 185 65
185 166 65
165 391 65
391 165 65
244 205 61
205 244 61
139 363 60
363 139 60
63 259 64
259 63 64
167 332 9
332 167 9
110 144 82
144 110 82
389 301 43
301 389 43
260 113 2
113 260 2
399 188 72
188 399 72
57 48 71
48 57 71
0 214 16
214 0 16
205 75 7
75 205 7
121 87 70
87 121 70
380 52 89
52 380 89
264 61 99
61 264 99
8 95 89
95 8 89
309 38 1
38 309 1
374 292 0
292 374 0
163 165 83
165 163 83
69 174 32
174 69 32
141 175 46
175 141 46
57 332 73
332 57 73
16 53 61
53 16 61
86 385 65
385 86 65
275 201 78
201 275 78
126 209 26
209 126 26
367 70 16
70 367 16
69 45 9
45 69 9
121 208 74
208 121 74
205 277 48
277 205 48
337 370 75
370 337 75
235 379 60
379 235 60
160 395 65
395 160 65
173 33 51
33 173 51
238 260 4
260 238 4
269 387 14
387 269 14
395 306 36
306 395 36
111 327 81
327 111 81
120 1 41
1 120 41
246 206 71
206 246 71
147 95 41
95 147 41
321 134 42
134 321 42
316 100 68
100 316 68
302 3 6
3 302 6
162 107 27
107 162 27
149 373 22
373 149 22
8 310 34
310 8 34
335 243 6
243 335 6
336 385 5
385 336 5
94 308 52
308 94 52
141 249 26
249 141 26
23 122 13
122 23 13
18 391 13
391 18 13
186 293 16
293 186 16
144 55 75
55 144 75
372 157 49
157 372 49
194 165 59
165 194 59
80 52 54
52 80 54
39 389 91
389 39 91
244 35 99
35 244 99
196 177 49
177 196 49
274 200 23
200 274 23
87 170 14
170 87 14
352 356 59
356 352 59
268 101 15
101 268 15
196 73 24
73 196 24
145 219 41
219 145 41
356 252 93
252 356 93
362 291 34
291 362 34
354 135 70
135 354 70
253 283 47
283 253 47
354 157 99
157 354 99
178 197 70
197 178 70
26 4 70
4 26 70
79 71 66
71 79 66
104 247 63
247 104 63
276 188 71
188 276 71
128 181 33
181 128 33
19 68 87
68 19 87
293 389 85
389 293 85
247 146 84
146 247 84
377 295 54
295 377 54
322 45 33
45 322 33
278 15 12
15 278 12
269 148 96
148 269 96
145 288 67
288 145 67
273 21 52
21 273 52
292 89 40
89 292 40
398 127 33
127 398 33
387 264 32
264 387 32
85 349 10
349 85 10
284 26 40
26 284 40
114 393 53
393 114 53
367 126 74
126 367 74
115 122 19
122 115 19
3 241 44
241 3 44
376 93 36
93 376 36
66 385 86
385 66 86
193 170 73
170 193 73
10 203 10
203 10 10
359 165 91
165 359 91
366 1 69
1 366 69
107 115 62
115 107 62
12 82 88
82 12 88
186 149 62
149 186 62
57 104 55
104 57 55
1 189 46
189 1 46
386 175 92
175 386 92
109 100 2
100 109 2
264 110 13
110 264 13
29 54 31
54 29 31
382 23 38
23 382 38
97 338 2
338 97 2
131 378 40
378 131 40
232 141 97
141 232 97
336 96 98
96 336 98
368 97 39
97 368 39
67 36 14
36 67 14
311 145 66
145 311 66
165 9 77
9 165 77
378 390 83
390 378 83
61 372 58
372 61 58
300 21 96
21 300 96
54 104 75
104 54 75
395 336 68
336 395 68
392 224 16
224 392 16
143 144 66
144 143 66
82 211 2
211 82 2
149 74 99
74 149 99
315 239 60
239 315 60
144 169 50
169 144 50
27 231 74
231 27 74
286 83 95
83 286 95
82 137 51
137 82 51
209 132 87
132 209 87
77 77 0
77 77 0
163 346 72
346 163 72
307 312 6
312 307 6
71 266 55
266 71 55
145 365 23
365 145 23
385 377 67
377 385 67
154 379 95
379 154 95
337 353 33
353 337 33
20 300 15
300 20 15
158 351 77
351 158 77
242 290 54
290 242 54
271 53 0
53 271 0
43 360 64
360 43 64
250 31 30
31 250 30
157 177 47
177 157 47
380 114 24
114 380 24
348 220 3
220 348 3
295 158 56
158 295 56
128 178 8
178 128 8
43 288 59
288 43 59
72 83 49
83 72 49
179 354 54
354 179 54
231 350 15
350 231 15
196 152 98
152 196 98
26 309 75
309 26 75
174 290 41
290 174 41
298 238 62
238 298 62
354 85 20
85 354 20
362 213 50
213 362 50
271 208 91
208 271 91
326 232 60
232 326 60
232 386 91
386 232 91
182 53 87
53 182 87
66 196 79
196 66 79
192 86 21
86 192 21
42 276 35
276 42 35
396 361 7
361 396 7
359 174 57
174 359 57
230 382 0
382 230 0
312 263 78
263 312 78
96 275 11
275 96 11
35 167 45
167 35 45
88 206 32
206 88 32
192 224 28
224 192 28
124 16 14
16 124 14
397 59 42
59 397 42
32 55 3
55 32 3
339 366 29
366 339 29
248 148 63
148 248 63
49 13 79
13 49 79
127 109 54
109 127 54
390 144 73
144 390 73
36 185 80
185 36 80
368 377 4
377 368 4
273 262 50
262 273 50
332 256 82
256 332 82
339 211 21
211 339 21
258 292 22
292 258 22
6 355 23
355 6 23
19 234 2
234 19 2
129 341 93
341 129 93
225 214 81
214 225 81
362 246 49
246 362 49
292 103 97
103 292 97
345 376 11
376 345 11
396 260 19
260 396 19
30 151 30
151 30 30
52 9 22
9 52 22
226 16 77
16 226 77
164 351 68
351 164 68
57 244 94
244 57 94
208 70 26
70 208 26
100 125 75
125 100 75
286 394 13
394 286 13
157 24 64
24 157 64
287 28 26
28 287 26
261 254 42
254 261 42
191 303 81
303 191 81
355 255 50
255 355 50
12 51 96
51 12 96
235 177 4
177 235 4
305 55 5
55 305 5
382 231 3
231 382 3
35 69 97
69 35 97
348 227 73
227 348 73
365 114 2
114 365 2
343 376 56
376 343 56
385 167 12
167 385 12
318 74 19
74 318 19
368 38 70
38 368 70
264 273 47
273 264 47
321 131 3
131 321 3
78 113 86
113 78 86
281 149 55
149 281 55
30 49 82
49 30 82
155 366 49
366 155 49
357 309 77
309 357 77
366 246 44
246 366 44
230 165 70
165 230 70
349 85 8
85 349 8
119 302 33
302 119 33
19 223 16
223 19 16
374 301 30
301 374 30
160 134 31
134 160 31
15 116 32
116 15 32
98 271 51
271 98 51
212 276 47
276 212 47
59 72 77
72 59 77
326 213 2
213 326 2
45 115 35
115 45 35
16 290 52
290 16 52
390 191 34
191 390 34
150 277 17
277 150 17
166 393 1
393 166 1
216 265 52
265 216 52
15 46 17
46 15 17
291 193 28
193 291 28
363 122 56
122 363 56
257 48 69
48 257 69
59 45 37
45 59 37
346 62 27
62 346 27
50 52 71
52 50 71
84 155 48
155 84 48
53 321 42
321 53 42
55 89 59
89 55 59
359 56 57
56 359 57
76 347 50
347 76 50
204 262 24
262 204 24
12 119 24
119 12 24
82 130 69
130 82 69
219 76 83
76 219 83
246 127 88
127 246 88
17 163 43
163 17 43
18 217 16
217 18 16
12 224 57
224 12 57
271 135 13
135 271 13
128 164 12
164 128 12
130 320 26
320 130 26
206 333 97
333 206 97
330 15 27
15 330 27
51 186 55
186 51 55
235 32 82
32 235 82
375 2 98
2 375 98
270 372 67
372 270 67
86 384 91
384 86 91
343 207 78
207 343 78
208 287 42
287 208 42
20 369 63
369 20 63
46 175 96
175 46 96
143 105 63
105 143 63
370 156 49
156 370 49
333 112 70
112 333 70
287 210 40
210 287 40
226 243 20
243 226 20
121 2 50
2 121 50
329 289 93
289 329 93
301 258 56
258 301 56
347 33 4
33 347 4
90 90 0
90 90 0
367 12 99
12 367 99
316 142 42
142 316 42
201 254 13
254 201 13
89 64 5
64 89 5
348 93 32
93 348 32
144 165 5
165 144 5
146 367 87
367 146 87
388 160 88
160 388 88
246 168 36
168 246 36
232 372 78
372 232 78
143 121 7
121 143 7
285 216 61
216 285 61
91 181 50
181 91 50
107 286 98
286 107 98
152 170 94
170 152 94
269 176 41
176 269 41
236 63 81
63 236 81
397 203 27
203 397 27
117 339 11
339 117 11
90 70 34
70 90 34
333 165 7
165 333 7
141 2 23
2 141 23
54 93 4
93 54 4
104 152 91
152 104 91
102 304 61
304 102 61
149 173 89
173 149 89
342 9 4
9 342 4
123 358 8
358 123 8
150 76 99
76 150 99
314 118 21
118 314 21
48 51 86
51 48 86
255 144 40
144 255 40
231 198 33
198 231 33
35 302 85
302 35 85
78 357 41
357 78 41
292 106 14
106 292 14
281 48 76
48 281 76
238 171 34
171 238 34
46 273 62
273 46 62
97 187 80
187 97 80
219 187 32
187 219 32
376 298 26
298 376 26
213 29 21
29 213 21
244 386 62
386 244 62
136 44 29
44 136 29
369 92 5
92 369 5
207 215 91
215 207 91
205 41 54
41 205 54
303 228 86
228 303 86
74 368 18
368 74 18
131 363 47
363 131 47
29 189 74
189 29 74
213 354 55
354 213 55
34 198 94
198 34 94
196 286 38
286 196 38
377 256 83
256 377 83
282 15 50
15 282 50
126 173 91
173 126 91
80 28 20
28 80 20
166 102 88
102 166 88
37 233 3
233 37 3
236 263 92
263 236 92
162 28 98
28 162 98
117 62 97
62 117 97
11 210 83
210 11 83
302 188 91
188 302 91
237 22 59
22 237 59
384 179 28
179 384 28
12 151 47
151 12 47
66 139 36
139 66 36
299 394 72
394 299 72
114 86 34
86 114 34
142 84 3
84 142 3
156 233 67
233 156 67
367 269 69
269 367 69
155 160 6
160 155 6
177 371 93
371 177 93
326 355 24
355 326 24
106 319 75
319 106 75
5 385 66
385 5 66
341 285 60
285 341 60
113 351 98
351 113 98
47 94 35
94 47 35
51 250 68
250 51 68
370 169 37
169 370 37
239 276 50
276 239 50
297 6 21
6 297 21
342 332 77
332 342 77
167 390 96
390 167 96
94 396 34
396 94 34
161 337 71
337 161 71
221 3 22
3 221 22
272 2 68
2 272 68
7 5 71
5 7 71
375 375 0
375 375 0
340 213 66
213 340 66
217 163 63
163 217 63
223 36 6
36 223 6
107 313 25
313 107 25
49 62 19
62 49 19
